,orig_index,tweet,tweet_text,clean_tweet
629,43,RT @tdsb: Looking for an update on the coronavirus? Read Toronto’s Medical Officer of Health’s most recent update to our school communities…,Looking for an update on the coronavirus? Read Toronto’s Medical Officer of Health’s most recent update to our school communities,Looking for an update on the coronavirus Read Toronto Medical Officer of Health most recent update to our school community
630,753,"RT @CNBC: Los Angeles-area officials declare local emergency, confirm new coronavirus cases https://t.co/xkCzzfahsU","Los Angeles-area officials declare local emergency, confirm new coronavirus cases ",Los Angelesarea official declare local emergency confirm new coronavirus case
632,775,RT @BBCWorld: Louvre museum in Paris remains shut amid concerns over France's coronavirus outbreak https://t.co/haUUOne1rL,Louvre museum in Paris remains shut amid concerns over France's coronavirus outbreak ,Louvre museum in Paris remains shut amid concern over France is coronavirus outbreak
633,1070,"RT @TOPublicHealth: MEDIA RELEASE: TPH reports first presumptive confirmed case of novel coronavirus (2019-nCoV) in Toronto, however the ri…","MEDIA RELEASE: TPH reports first presumptive confirmed case of novel coronavirus (2019-nCoV) in Toronto, however the ri",MEDIA RELEASE TPH report first presumptive confirm case of novel coronavirus 2019nCoV in Toronto however the ri
634,1026,"RT @GrantWahl: MLS is suspending its season immediately until further notice due to coronavirus, a source with knowledge of the situation t…","MLS is suspending its season immediately until further notice due to coronavirus, a source with knowledge of the situation t",MLS be suspend it season immediately until far notice due to coronavirus source with knowledge of the situation
638,1316,RT @CBCAlerts: Mainland China reports an increase of 73 deaths from coronavirus for a total of 636. This story being updated to reflect hig…,Mainland China reports an increase of 73 deaths from coronavirus for a total of 636. This story being updated to reflect hig,Mainland China report an increase of 73 death from coronavirus for total of 636 This story be update to reflect hig
640,947,RT @CBCAlerts: Manitoba records first presumptive case of coronavirus. Patient is a woman in her 40s who recently travelled to the Philippi…,Manitoba records first presumptive case of coronavirus. Patient is a woman in her 40s who recently travelled to the Philippi,Manitoba record first presumptive case of coronavirus Patient be woman in her 40 who recently travel to the Philippi
641,751,Mapping out the coronavirus: Here’s which countries have reported cases so far https://t.co/IWBUTaYxQf via @flipboard,Mapping out the coronavirus: Here’s which countries have reported cases so far  via @flipboard,Mapping out the coronavirus Here which country have report case so far via flipboard
642,166,"RT @MarketWatch: Markets ‘powered through’ SARS, but the coronavirus outbreak is different, Cowen says — and here’s why https://t.co/pJGce7…","Markets ‘powered through’ SARS, but the coronavirus outbreak is different, Cowen says — and here’s why ",Markets power through SARS but the coronavirus outbreak be different Cowen say and here why
644,451,RT @StarCdnPoli: Martin Regg Cohn: Doug Ford’s sick day policy is dangerous as coronavirus looms https://t.co/OKp15wBnqO,Martin Regg Cohn: Doug Ford’s sick day policy is dangerous as coronavirus looms ,Martin Regg Cohn Doug Ford sick day policy be dangerous a coronavirus loom
646,679,RT @aletweetsnews: Maryland Gov. Hogan confirms the state's first three coronavirus positives are all residents of Montgomery County and de…,Maryland Gov. Hogan confirms the state's first three coronavirus positives are all residents of Montgomery County and de,Maryland Gov Hogan confirms the state is first three coronavirus positive be all resident of Montgomery County and de
647,555,"RT @neeratanden: Maybe during the coronavirus, people want a competent, experienced President with executive experience who has handled com…","Maybe during the coronavirus, people want a competent, experienced President with executive experience who has handled com",Maybe during the coronavirus people want competent experienced President with executive experience who have handle com
648,596,"RT @stonecold2050: ‘Maybe I have a natural ability’: The idiot plays medical expert on coronavirus by second-guessing the professionals

Af…","‘Maybe I have a natural ability’: The idiot plays medical expert on coronavirus by second-guessing the professionals

Af",Maybe have natural ability The idiot play medical expert on coronavirus by secondguessing the professional Af
651,1235,RT @lapublichealth: Media Advisory and Press Release- Today at 11am -Public Health Confirms First Case of 2019 Novel #Coronavirus in Los An…,Media Advisory and Press Release- Today at 11am -Public Health Confirms First Case of 2019 Novel #Coronavirus in Los An,Media Advisory and Press Release Today at 11am Public Health Confirms First Case of 2019 Novel Coronavirus in Los An
652,68,"Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong
https://t.co/wo60zYVJ34 https://t.co/ke1NZ47ykH","Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong
 ",Medical journal report that woman without symptom spread the coronavirus in Germany be wrong
653,127,RT @CBCHealth: Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong https://t.co/fQTB9gMFZh htt…,Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong  htt,Medical journal report that woman without symptom spread the coronavirus in Germany be wrong htt
655,438,"RT @cnni: Microsoft founder Bill Gates called the coronavirus a ""once-in-a-century pandemic"" and urged leaders to both ""solve the immediate…","Microsoft founder Bill Gates called the coronavirus a ""once-in-a-century pandemic"" and urged leaders to both ""solve the immediate",Microsoft founder Bill Gates call the coronavirus onceinacentury pandemic and urge leader to both solve the immediate
657,247,"RT @sabrinasingh24: .@MikeBloomberg slams Trump coronavirus response in new ad highlighting 9/11 aftermath
https://t.co/EjXSMQ8a6q",".@MikeBloomberg slams Trump coronavirus response in new ad highlighting 9/11 aftermath
",MikeBloomberg slam Trump coronavirus response in new ad highlight aftermath
659,655,"RT @amp6: Millions of masks Ontario stockpiled expired before coronavirus hit, @allisonmartell and @moirawarburton  report https://t.co/RsC…","Millions of masks Ontario stockpiled expired before coronavirus hit, @allisonmartell and @moirawarburton  report ",Millions of mask Ontario stockpile expire before coronavirus hit allisonmartell and moirawarburton report
661,488,"RT @CBCAlerts: More @CBCNews: Another case of coronavirus is diagnosed in Ontario, bringing Canada's total to 49. The province's health min…","More @CBCNews: Another case of coronavirus is diagnosed in Ontario, bringing Canada's total to 49. The province's health min",More CBCNews Another case of coronavirus be diagnose in Ontario bring Canada is total to 49 The province is health min
662,1158,More Toronto residents are wearing face masks. But will they help protect you from getting the coronavirus? - Toronto Star: https://t.co/JjoFOFNaOP,More Toronto residents are wearing face masks. But will they help protect you from getting the coronavirus? - Toronto Star,More Toronto resident be wear face mask But will they help protect you from get the coronavirus Toronto Star
663,1090,RT @janisfrayer: More airlines suspend flights to #China with the number of #coronavirus cases nearing 8000. Driving concern: exactly how i…,More airlines suspend flights to #China with the number of #coronavirus cases nearing 8000. Driving concern: exactly how i,More airline suspend flight to China with the number of coronavirus case near 8000 Driving concern exactly how
664,846,RT @SeanSilcoff: More companies asking employees to work from home to slow spread of coronavirus including @Shopify ⁦@Verafin⁩ and ⁦@klickh…,More companies asking employees to work from home to slow spread of coronavirus including @Shopify ⁦@Verafin⁩ and ⁦@klickh,More company ask employee to work from home to slow spread of coronavirus include Shopify and klickh
665,259,RT @ByMikeBaker: More than 50 people associated with a nursing facility in Kirkland are sick. 2 are confirmed with coronavirus. More positi…,More than 50 people associated with a nursing facility in Kirkland are sick. 2 are confirmed with coronavirus. More positi,More than 50 people associate with nursing facility in Kirkland be sick be confirm with coronavirus More positi
666,450,More worried about the coronavirus than the seasonal flu? Here's why you should be. https://t.co/yLaUtYy6gQ via @kevinmd,More worried about the coronavirus than the seasonal flu? Here's why you should be.  via @kevinmd,More worried about the coronavirus than the seasonal flu Here is why you should be via kevinmd
669,743,"RT @cov_Gretchen: My husband works in this county. 
The #coronavirus made it to middle tennessee. We are going to have to ride this out.
ht…","My husband works in this county. 
The #coronavirus made it to middle tennessee. We are going to have to ride this out.
ht",My husband work in this county The coronavirus make it to middle tennessee We be go to have to ride this out ht
672,1171,RT @TorontoStar: NEW: Air Canada suspends all direct flights to China for a month in wake of coronavirus outbreak. https://t.co/c0Sv8nEW5a,NEW: Air Canada suspends all direct flights to China for a month in wake of coronavirus outbreak. ,NEW Air Canada suspends all direct flight to China for month in wake of coronavirus outbreak
673,634,RT @TorontoStar: NEW: Alberta is now dealing with a total of three presumptive cases and one confirmed case of the novel coronavirus. https…,NEW: Alberta is now dealing with a total of three presumptive cases and one confirmed case of the novel coronavirus. https,NEW Alberta be now deal with total of three presumptive case and one confirm case of the novel coronavirus http
